                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    120,                 2.0834,                 2.6285,                  1.448,                 2.0475,                0.37511,                0.14451,                0.16788,                0.08537,                   0.32,                0.25069,                0.22353,                0.09205,                      0,                      0,                    inf,                      0,              0.0076438,              0.0076438,              0.0076438
                    121,                 2.0521,                 2.6389,                 1.4796,                 2.0809,                0.26634,                0.21777,                0.18957,                0.10143,                0.25178,                0.25437,                0.21666,                0.09704,                      0,                      0,                    inf,                      0,               0.007624,               0.007624,               0.007624
                    122,                 2.1144,                 2.5546,                 1.5746,                 2.1227,                0.30872,                0.19022,                0.18506,                0.09505,                0.26918,                0.26226,                 0.2246,                0.10115,                      0,                      0,                    inf,                      0,              0.0076042,              0.0076042,              0.0076042
                    123,                 1.9894,                 2.5421,                 1.4784,                 2.0191,                0.20564,                0.19726,                0.15672,                 0.0688,                0.24499,                0.22834,                0.18851,                0.07753,                      0,                      0,                    inf,                      0,              0.0075844,              0.0075844,              0.0075844
                    124,                  1.989,                 2.4125,                   1.45,                 2.0211,                 0.1855,                 0.1264,                 0.1067,                0.04537,                0.22492,                0.14089,                0.12691,                  0.052,                      0,                      0,                    inf,                      0,              0.0075646,              0.0075646,              0.0075646
                    125,                 2.0095,                 2.4077,                 1.4297,                 1.9627,                0.24635,                0.22817,                0.18867,                0.08798,                  0.286,                 0.2727,                 0.2327,                0.09938,                      0,                      0,                    inf,                      0,              0.0075448,              0.0075448,              0.0075448
                    126,                  1.993,                 2.5388,                 1.4983,                 2.0308,                0.26403,                0.21298,                0.17303,                0.07632,                0.28241,                0.24309,                0.20299,                  0.084,                      0,                      0,                    inf,                      0,               0.007525,               0.007525,               0.007525
                    127,                 2.1022,                 2.4833,                 1.4524,                 2.0157,                0.24356,                0.22923,                0.19357,                0.09196,                0.26285,                0.26429,                0.22606,                0.10428,                      0,                      0,                    inf,                      0,              0.0075052,              0.0075052,              0.0075052
                    128,                  1.922,                 2.4223,                  1.399,                 1.9357,                0.16555,                0.04837,                0.06888,                0.03017,                0.14587,                0.05081,                 0.0712,                0.03412,                      0,                      0,                    inf,                      0,              0.0074854,              0.0074854,              0.0074854
                    129,                 1.9399,                 2.3457,                 1.3759,                 1.9055,                0.33993,                0.24214,                0.21971,                0.11011,                0.30711,                0.28459,                0.24451,                0.11307,                      0,                      0,                    inf,                      0,              0.0074656,              0.0074656,              0.0074656
                    130,                 2.0406,                 2.4706,                  1.378,                 1.9413,                0.32419,                0.24795,                0.22566,                0.10476,                0.29868,                0.26403,                0.24302,                0.11086,                      0,                      0,                    inf,                      0,              0.0074458,              0.0074458,              0.0074458
                    131,                 1.9835,                 2.4528,                 1.3869,                 1.9001,                0.34299,                 0.2028,                0.21227,                0.10434,                0.39353,                0.25539,                0.25643,                0.11447,                      0,                      0,                    inf,                      0,               0.007426,               0.007426,               0.007426
                    132,                 2.0749,                 2.5092,                 1.4327,                 1.9873,                0.34299,                 0.2028,                0.21227,                0.10434,                0.39353,                0.25539,                0.25643,                0.11462,                      0,                      0,                    inf,                      0,              0.0074062,              0.0074062,              0.0074062
                    133,                  2.048,                 2.5496,                 1.4274,                 1.9301,                0.21685,                0.09222,                 0.1018,                0.05847,                0.24278,                0.12822,                0.13347,                0.06257,                      0,                      0,                    inf,                      0,              0.0073864,              0.0073864,              0.0073864
                    134,                 1.9247,                 2.4231,                 1.3158,                 1.8567,                 0.1546,                0.04397,                0.07055,                0.03016,                0.23758,                0.04891,                0.08581,                0.03757,                      0,                      0,                    inf,                      0,              0.0073666,              0.0073666,              0.0073666
                    135,                 1.8827,                  2.229,                  1.493,                  1.941,                0.30244,                0.22057,                0.22553,                0.11853,                0.32887,                0.30568,                0.27118,                0.12456,                      0,                      0,                    inf,                      0,              0.0073468,              0.0073468,              0.0073468
                    136,                 2.0715,                 2.5007,                 1.4672,                 1.9089,                0.30244,                0.22057,                0.22553,                0.11853,                0.32887,                0.30568,                0.27118,                0.12431,                      0,                      0,                    inf,                      0,               0.007327,               0.007327,               0.007327
                    137,                 1.9099,                   2.41,                 1.3775,                 1.8972,                0.18649,                0.04609,                 0.0746,                0.03645,                0.21492,                0.05155,                0.08417,                0.04181,                      0,                      0,                    inf,                      0,              0.0073072,              0.0073072,              0.0073072
                    138,                 1.9835,                 2.3518,                 1.3431,                 1.8924,                 0.3248,                0.22538,                0.22075,                0.11431,                0.33842,                0.28784,                0.26916,                0.13832,                      0,                      0,                    inf,                      0,              0.0072874,              0.0072874,              0.0072874
                    139,                 1.9611,                 2.3605,                 1.3349,                 1.8555,                0.30941,                0.25867,                0.23202,                0.11518,                0.32245,                0.27863,                0.25241,                0.12627,                      0,                      0,                    inf,                      0,              0.0072676,              0.0072676,              0.0072676
                    140,                 1.8892,                 2.1597,                  1.311,                 1.7947,                0.21421,                0.04487,                0.07673,                0.03713,                0.20874,                0.05351,                0.08653,                0.04139,                      0,                      0,                    inf,                      0,              0.0072478,              0.0072478,              0.0072478
                    141,                 1.8477,                 2.4196,                 1.3421,                 1.8118,                0.33703,                0.22724,                0.21873,                0.09547,                0.36861,                0.27908,                0.25973,                0.12237,                      0,                      0,                    inf,                      0,               0.007228,               0.007228,               0.007228
                    142,                 1.8453,                 2.3167,                 1.3591,                 1.8187,                 0.3561,                0.24063,                0.23902,                0.12088,                0.34092,                0.30016,                0.27634,                 0.1326,                      0,                      0,                    inf,                      0,              0.0072082,              0.0072082,              0.0072082
                    143,                  1.828,                  2.381,                 1.2918,                 1.7731,                0.39088,                0.22316,                0.23759,                0.11613,                0.37202,                0.27208,                0.27719,                0.12815,                      0,                      0,                    inf,                      0,              0.0071884,              0.0071884,              0.0071884
                    144,                  1.897,                 2.3953,                  1.322,                 1.8233,                0.39088,                0.22316,                0.23759,                0.11613,                0.37202,                0.27208,                0.27719,                0.12837,                      0,                      0,                    inf,                      0,              0.0071686,              0.0071686,              0.0071686
                    145,                 1.9078,                 2.3264,                 1.3179,                 1.7955,                0.37511,                0.22319,                0.23862,                0.12412,                0.36719,                0.27555,                0.28717,                 0.1433,                      0,                      0,                    inf,                      0,              0.0071488,              0.0071488,              0.0071488
                    146,                 1.9494,                  2.377,                 1.3189,                 1.8017,                0.34175,                0.27151,                0.25241,                0.11903,                0.38792,                0.26021,                0.26191,                0.12812,                      0,                      0,                    inf,                      0,               0.007129,               0.007129,               0.007129
                    147,                 1.8301,                 2.1974,                 1.3014,                 1.7892,                 0.3929,                0.26902,                0.26272,                0.13764,                0.39762,                0.29538,                 0.2914,                0.15129,                      0,                      0,                    inf,                      0,              0.0071092,              0.0071092,              0.0071092
                    148,                 1.9606,                 2.3117,                 1.3233,                  1.825,                 0.3929,                0.26902,                0.26272,                0.13764,                0.39762,                0.29538,                 0.2914,                0.15064,                      0,                      0,                    inf,                      0,              0.0070894,              0.0070894,              0.0070894
                    149,                 1.8853,                 2.4164,                 1.3083,                 1.8014,                0.33434,                0.22071,                0.22559,                0.09557,                 0.3781,                0.24768,                0.25148,                0.12038,                      0,                      0,                    inf,                      0,              0.0070696,              0.0070696,              0.0070696
                    150,                 1.8817,                 2.2372,                 1.3322,                 1.8103,                0.41001,                0.24474,                 0.2464,                0.12968,                0.44538,                0.28752,                0.29755,                0.15496,                      0,                      0,                    inf,                      0,              0.0070498,              0.0070498,              0.0070498
                    151,                 1.7953,                 2.2419,                 1.2647,                 1.7421,                 0.2638,                0.07771,                 0.0951,                0.04187,                0.26257,                0.08099,                0.09994,                0.04541,                      0,                      0,                    inf,                      0,                0.00703,                0.00703,                0.00703
                    152,                 1.8834,                 2.2087,                 1.2954,                 1.7757,                0.41623,                0.27907,                0.26332,                0.12133,                 0.4224,                0.28475,                 0.2741,                0.13349,                      0,                      0,                    inf,                      0,              0.0070102,              0.0070102,              0.0070102
                    153,                 1.8557,                 2.1892,                 1.2427,                 1.7485,                 0.3795,                0.25812,                0.26203,                0.13458,                0.41352,                0.29577,                0.30532,                0.14957,                      0,                      0,                    inf,                      0,              0.0069904,              0.0069904,              0.0069904
                    154,                 1.7994,                 2.1508,                 1.2516,                 1.7088,                0.27837,                0.04667,                0.08221,                 0.0391,                0.24244,                0.04983,                0.08516,                0.03869,                      0,                      0,                    inf,                      0,              0.0069706,              0.0069706,              0.0069706
                    155,                 1.7598,                 2.1311,                 1.2315,                 1.7421,                0.24489,                 0.0446,                0.07884,                0.03794,                0.27051,                0.04952,                0.08326,                0.04398,                      0,                      0,                    inf,                      0,              0.0069508,              0.0069508,              0.0069508
                    156,                 1.8011,                 2.2498,                 1.2189,                 1.7009,                0.60018,                0.28541,                 0.2594,                  0.138,                0.64731,                0.29023,                 0.2977,                0.15633,                      0,                      0,                    inf,                      0,               0.006931,               0.006931,               0.006931
                    157,                  1.826,                 2.1985,                 1.2747,                 1.7265,                0.38667,                0.27776,                0.26798,                0.12426,                 0.4026,                0.28684,                0.28266,                0.13194,                      0,                      0,                    inf,                      0,              0.0069112,              0.0069112,              0.0069112
                    158,                 1.8677,                 2.2389,                  1.237,                 1.7319,                0.38588,                0.27983,                0.27872,                0.13954,                 0.4091,                0.28401,                0.29357,                0.14898,                      0,                      0,                    inf,                      0,              0.0068914,              0.0068914,              0.0068914
                    159,                 1.8498,                 2.2138,                  1.267,                  1.739,                0.32729,                0.26866,                0.25554,                0.12904,                0.33433,                0.29375,                0.27014,                0.14086,                      0,                      0,                    inf,                      0,              0.0068716,              0.0068716,              0.0068716
                    160,                 1.8888,                 2.2207,                 1.2913,                 1.7076,                0.32729,                0.26866,                0.25554,                0.12904,                0.33433,                0.29375,                0.27014,                0.13996,                      0,                      0,                    inf,                      0,              0.0068518,              0.0068518,              0.0068518
                    161,                 1.8424,                 2.2373,                 1.2824,                 1.7419,                 0.3596,                0.29909,                0.27613,                0.13518,                0.37765,                 0.2853,                0.28576,                0.14331,                      0,                      0,                    inf,                      0,               0.006832,               0.006832,               0.006832
                    162,                 1.8347,                  2.254,                 1.2535,                 1.7348,                0.63994,                0.27451,                0.29233,                0.14563,                0.62103,                0.25341,                0.26587,                0.14007,                      0,                      0,                    inf,                      0,              0.0068122,              0.0068122,              0.0068122
                    163,                 1.7943,                  2.269,                 1.2194,                 1.6586,                 0.6623,                0.29099,                0.29515,                0.15425,                0.64236,                0.31181,                0.30705,                 0.1509,                      0,                      0,                    inf,                      0,              0.0067924,              0.0067924,              0.0067924
                    164,                 1.8427,                 2.2922,                 1.2285,                 1.6978,                0.23848,                0.05171,                 0.0844,                0.04189,                0.24963,                0.05703,                0.09009,                0.04044,                      0,                      0,                    inf,                      0,              0.0067726,              0.0067726,              0.0067726
                    165,                 1.9748,                 2.2985,                 1.3511,                 1.7754,                0.24617,                0.05171,                0.08283,                0.04375,                0.28229,                0.05871,                0.09633,                0.04562,                      0,                      0,                    inf,                      0,              0.0067528,              0.0067528,              0.0067528
                    166,                 1.7418,                 2.1314,                 1.2117,                  1.662,                0.36714,                0.30968,                0.30131,                0.15877,                0.40635,                0.30838,                0.32125,                0.16668,                      0,                      0,                    inf,                      0,               0.006733,               0.006733,               0.006733
                    167,                 1.7781,                 2.2223,                 1.2218,                 1.7042,                0.67645,                0.27309,                 0.3005,                0.15122,                0.61612,                0.31177,                0.30565,                0.15791,                      0,                      0,                    inf,                      0,              0.0067132,              0.0067132,              0.0067132
                    168,                 1.8789,                 2.1934,                 1.2697,                 1.7338,                0.67645,                0.27309,                 0.3005,                0.15122,                0.61612,                0.31177,                0.30565,                0.15808,                      0,                      0,                    inf,                      0,              0.0066934,              0.0066934,              0.0066934
                    169,                 1.8164,                 2.1652,                 1.2539,                 1.6517,                0.36262,                0.30017,                0.29615,                 0.1482,                0.39484,                0.31974,                0.31038,                0.16452,                      0,                      0,                    inf,                      0,              0.0066736,              0.0066736,              0.0066736
                    170,                 1.7246,                 2.1644,                 1.1977,                 1.6475,                0.67415,                 0.2934,                0.31043,                0.16887,                0.65457,                0.30126,                0.31165,                0.16733,                      0,                      0,                    inf,                      0,              0.0066538,              0.0066538,              0.0066538
                    171,                  1.785,                 2.1556,                 1.3382,                  1.755,                0.66105,                0.29276,                0.29292,                 0.1572,                0.62532,                   0.33,                0.32187,                0.17017,                      0,                      0,                    inf,                      0,               0.006634,               0.006634,               0.006634
                    172,                 1.7611,                 2.0975,                 1.2399,                 1.7214,                0.66105,                0.29276,                0.29292,                 0.1572,                0.62532,                   0.33,                0.32187,                0.16998,                      0,                      0,                    inf,                      0,              0.0066142,              0.0066142,              0.0066142
                    173,                 1.6454,                 2.0789,                 1.1521,                 1.5656,                0.23494,                0.05261,                0.08665,                 0.0469,                0.32198,                0.04698,                0.08109,                0.04616,                      0,                      0,                    inf,                      0,              0.0065944,              0.0065944,              0.0065944
                    174,                 1.6352,                 2.2366,                 1.1368,                 1.5712,                0.29807,                0.05171,                 0.0839,                0.04205,                0.32718,                0.05351,                 0.0856,                0.04372,                      0,                      0,                    inf,                      0,              0.0065746,              0.0065746,              0.0065746
                    175,                  1.755,                 2.1959,                 1.1335,                 1.6027,                0.67327,                 0.3037,                0.30913,                0.16811,                0.67412,                 0.3009,                0.29936,                0.15695,                      0,                      0,                    inf,                      0,              0.0065548,              0.0065548,              0.0065548
                    176,                 1.8629,                 2.2422,                 1.2391,                 1.7285,                0.67327,                 0.3037,                0.30913,                0.16811,                0.67412,                 0.3009,                0.29936,                0.15719,                      0,                      0,                    inf,                      0,               0.006535,               0.006535,               0.006535
                    177,                 1.7152,                 2.1625,                 1.2484,                 1.6798,                0.66812,                0.29452,                0.28395,                0.15789,                0.65991,                0.35207,                0.32514,                0.17073,                      0,                      0,                    inf,                      0,              0.0065152,              0.0065152,              0.0065152
                    178,                 1.8309,                 2.2226,                 1.2585,                 1.7426,                0.63357,                0.30526,                0.30169,                0.16621,                0.66725,                0.30586,                0.31023,                0.16445,                      0,                      0,                    inf,                      0,              0.0064954,              0.0064954,              0.0064954
                    179,                  1.683,                 2.1144,                  1.135,                 1.6254,                0.62972,                  0.265,                0.26611,                0.14346,                0.66165,                0.34765,                0.32671,                0.17281,                      0,                      0,                    inf,                      0,              0.0064756,              0.0064756,              0.0064756
                    180,                 1.7646,                  2.226,                 1.1494,                 1.6177,                0.62972,                  0.265,                0.26611,                0.14346,                0.66165,                0.34765,                0.32728,                0.17237,                      0,                      0,                    inf,                      0,              0.0064558,              0.0064558,              0.0064558
                    181,                 1.7248,                 2.0356,                 1.3243,                 1.6428,                0.64397,                0.30845,                0.30311,                0.16012,                0.65283,                0.32017,                0.31824,                0.16548,                      0,                      0,                    inf,                      0,               0.006436,               0.006436,               0.006436
                    182,                 1.6872,                 2.2111,                 1.1788,                 1.6172,                0.62901,                0.31777,                0.30678,                0.16083,                0.62318,                0.33665,                0.33018,                0.16969,                      0,                      0,                    inf,                      0,              0.0064162,              0.0064162,              0.0064162
                    183,                 1.7522,                  2.167,                 1.2249,                 1.7431,                0.65191,                0.29518,                0.31565,                0.17978,                 0.6124,                0.33257,                0.32969,                0.18667,                      0,                      0,                    inf,                      0,              0.0063964,              0.0063964,              0.0063964
                    184,                 1.7379,                 2.1115,                 1.1759,                  1.619,                0.65191,                0.29518,                0.31565,                0.17978,                 0.6124,                0.33257,                0.32969,                0.18626,                      0,                      0,                    inf,                      0,              0.0063766,              0.0063766,              0.0063766
                    185,                 1.5991,                 2.2097,                 1.1318,                 1.5674,                0.38091,                0.31287,                0.31398,                0.16624,                0.38199,                0.35031,                0.33693,                0.17937,                      0,                      0,                    inf,                      0,              0.0063568,              0.0063568,              0.0063568
                    186,                 1.6681,                 2.1469,                  1.094,                 1.5428,                0.65822,                 0.3038,                0.31198,                0.17805,                0.65081,                0.34479,                0.33771,                0.18876,                      0,                      0,                    inf,                      0,               0.006337,               0.006337,               0.006337
                    187,                 1.5408,                 1.9955,                  1.115,                 1.5539,                0.38629,                0.30605,                0.31959,                0.16572,                0.38706,                0.31858,                0.32532,                0.18268,                      0,                      0,                    inf,                      0,              0.0063172,              0.0063172,              0.0063172
                    188,                  1.694,                 2.1099,                  1.154,                 1.6108,                0.38629,                0.30605,                0.31959,                0.16572,                0.38706,                0.31858,                0.32532,                0.18199,                      0,                      0,                    inf,                      0,              0.0062974,              0.0062974,              0.0062974
                    189,                 1.6118,                 2.1779,                  1.092,                 1.5471,                0.30753,                0.05383,                0.08928,                0.05075,                0.31815,                0.05473,                0.09055,                0.04825,                      0,                      0,                    inf,                      0,              0.0062776,              0.0062776,              0.0062776
                    190,                  1.687,                 1.9602,                  1.148,                 1.6099,                0.39152,                0.27665,                0.29347,                0.16541,                0.38715,                0.33917,                0.33444,                0.18865,                      0,                      0,                    inf,                      0,              0.0062578,              0.0062578,              0.0062578
                    191,                 1.7114,                 2.0518,                 1.0959,                 1.5776,                0.44844,                0.29413,                0.31319,                0.16636,                0.44904,                0.30165,                0.32534,                0.17649,                      0,                      0,                    inf,                      0,               0.006238,               0.006238,               0.006238
                    192,                 1.5794,                 2.0769,                 1.1235,                 1.5569,                0.44844,                0.29413,                0.31319,                0.16636,                0.44904,                0.30165,                0.32534,                0.17659,                      0,                      0,                    inf,                      0,              0.0062182,              0.0062182,              0.0062182
                    193,                 1.6192,                 2.0202,                 1.1212,                 1.5548,                 0.3261,                 0.1772,                0.17764,                 0.1027,                  0.352,                0.18702,                0.19473,                0.10895,                      0,                      0,                    inf,                      0,              0.0061984,              0.0061984,              0.0061984
                    194,                   1.67,                 2.1061,                 1.1688,                 1.6293,                0.69478,                0.27816,                0.30403,                0.15633,                0.68343,                 0.2962,                0.31187,                0.16585,                      0,                      0,                    inf,                      0,              0.0061786,              0.0061786,              0.0061786
                    195,                 1.5865,                  2.197,                 1.0976,                  1.555,                0.66918,                0.32527,                0.32276,                0.18841,                0.68087,                0.33867,                0.33689,                 0.2062,                      0,                      0,                    inf,                      0,              0.0061588,              0.0061588,              0.0061588
                    196,                 1.6755,                 2.1306,                  1.113,                 1.5268,                0.66918,                0.32527,                0.32276,                0.18841,                0.68087,                0.33867,                0.33708,                0.20602,                      0,                      0,                    inf,                      0,               0.006139,               0.006139,               0.006139
                    197,                 1.5883,                 1.9852,                 1.1088,                 1.5619,                0.65849,                0.32119,                 0.3158,                0.17777,                0.64306,                0.32627,                0.32025,                 0.1781,                      0,                      0,                    inf,                      0,              0.0061192,              0.0061192,              0.0061192
                    198,                 1.6587,                 2.1795,                 1.1125,                 1.5577,                0.65396,                 0.3205,                 0.3186,                0.18914,                0.66619,                0.33128,                0.33977,                0.20233,                      0,                      0,                    inf,                      0,              0.0060994,              0.0060994,              0.0060994
                    199,                 1.7782,                 2.2486,                  1.096,                 1.5635,                0.65768,                0.30945,                0.31934,                0.18685,                0.68462,                0.32781,                0.33522,                0.19478,                      0,                      0,                    inf,                      0,              0.0060796,              0.0060796,              0.0060796
                    200,                 1.6169,                 2.0539,                 1.0846,                 1.5543,                0.65768,                0.30945,                0.31934,                0.18685,                0.68462,                0.32781,                0.33522,                0.19523,                      0,                      0,                    inf,                      0,              0.0060598,              0.0060598,              0.0060598
                    201,                  1.551,                 1.9537,                 1.0337,                 1.5449,                0.39264,                0.31346,                0.30402,                0.17465,                0.40512,                0.32018,                0.32789,                0.19049,                      0,                      0,                    inf,                      0,                0.00604,                0.00604,                0.00604
                    202,                 1.5874,                 1.9948,                 1.0843,                 1.5259,                0.67771,                 0.3271,                0.33119,                0.18774,                0.68482,                0.32412,                0.33563,                0.19482,                      0,                      0,                    inf,                      0,              0.0060202,              0.0060202,              0.0060202
                    203,                 1.5593,                 1.9667,                 1.0619,                 1.5223,                0.64677,                0.32594,                0.32067,                0.18594,                0.64305,                0.34369,                0.33818,                0.20064,                      0,                      0,                    inf,                      0,              0.0060004,              0.0060004,              0.0060004
                    204,                 1.5661,                 2.0641,                 1.0701,                 1.5139,                0.31075,                0.05351,                0.08865,                0.04999,                0.30783,                0.05386,                0.08886,                0.05277,                      0,                      0,                    inf,                      0,              0.0059806,              0.0059806,              0.0059806
